name1,imagenum1,name2,imagenum2,label
Ray_Wasden,1,Paul_ONeill,1,0
David_Heyman,1,David_Heyman,2,1
Terry_McAuliffe,2,Terry_McAuliffe,1,1
Jeremy_Shockey,1,Jeremy_Shockey,2,1
Liu_Mingkang,1,Peter_Chan,1,0
Edmund_Hillary,3,Edmund_Hillary,2,1
Sergei_Yushenkov,1,Yoon_Jeong_Cho,1,0
Robinson_Stevenin,2,Robinson_Stevenin,1,1
Li_Peng,6,Li_Peng,2,1
Charles_Pouty,1,Johnny_Hallyday,1,0
Rick_Carlisle,3,Rick_Carlisle,4,1
Kim_Ryong-sung,6,Kim_Ryong-sung,5,1
Mary_Sue_Coleman,1,William_Burns,2,0
Vaclav_Havel,4,Vaclav_Havel,8,1
Prince_William,2,Prince_William,1,1
Elisabeth_Schumacher,1,Joel_Gallen,1,0
Sebastien_Grosjean,3,Sebastien_Grosjean,1,1
Jeane_Kirkpatrick,1,Colin_Jackson,1,0
Ilan_Ramon,3,Ilan_Ramon,2,1
Bob_Hayes,1,Daniel_Barenboim,1,0
Keith_Urban,1,Gabrielle_Union,1,0
Jean_Carnahan,1,Paul_Wals,1,0
Bo_Ryan,1,Bo_Ryan,2,1
Anzori_Kikalishvili,1,Stephen_Oake,1,0
Jennifer_Pena,1,Amelia_Vega,2,0
Vojislav_Kostunica,7,Vojislav_Kostunica,5,1
Kevin_Costner,8,Robert_Wagner,1,0
Mariam_Ali_Hassan,1,Eric_Ryan_Donnelly,1,0
Len_Jenoff,1,Len_Jenoff,2,1
Theo_Angelopoulos,1,Ibrahim_Haddad,1,0
Robert_Bullock,2,Robert_Bullock,1,1
Javier_Solana,3,Javier_Solana,1,1
Federico_Fellini,1,Alan_Mulally,2,0
Elijah_Wood,1,Elijah_Wood,2,1
Charlie_Hunnam,1,Alexandra_Rozovskaya,1,0
Abdullah_Ahmad_Badawi,1,Joseph_Kabila,1,0
Wesley_Clark,2,Wesley_Clark,1,1
Gloria_Trevi,4,John_Spencer,1,0
Ariel_Sharon,31,Serge_Melac,1,0
Thierry_Falise,2,Martha_Stewart,2,0
Chen_Shui-bian,4,Chen_Shui-bian,3,1
Jack_Straw,5,Jack_Straw,3,1
Pete_Rose,1,Pete_Rose,2,1
Zoran_Djindjic,2,Zoran_Djindjic,1,1
Mary_Zorn,1,Krishna_Bhadur_Mahara,1,0
Alyson_Hannigan,1,Pete_Sampras,14,0
Darrell_Issa,2,Darrell_Issa,1,1
Michelle_Branch,2,Michelle_Branch,1,1
Joe_Calzaghe,1,Joe_Calzaghe,2,1
Jamie_Lee_Curtis,1,Tomas_Malik,1,0
Franz_Fischler,3,Franz_Fischler,2,1
Sourav_Ganguly,2,Sourav_Ganguly,5,1
David_Anderson,5,Camille_Lewis,1,0
Mary_Tyler_Moore,2,Mary_Tyler_Moore,1,1
Samantha_Daniels,1,Arnold_Schwarzenegger,2,0
John_Lynch,1,Ben_Glisan,2,0
Margaret_Thatcher,1,Gary_Williams,1,0
Donna_Shalala,2,Donna_Shalala,1,1
Stipe_Mesic,1,Ciaran_Hinds,1,0
Kevin_Spacey,5,Kevin_Spacey,4,1
Rachel_Corrie,1,James_Robertson_Jr,1,0
Richard_Myers,12,Richard_Myers,3,1
Sally_Field,3,Sally_Field,4,1
Mark_Geragos,1,Erwin_Abdullah,1,0
Thomas_Malchow,2,Thomas_Malchow,1,1
Martin_Sheen,2,Patsy_Hardy,1,0
Ryan_Leaf,1,Eli_Rosenbaum,1,0
Brennon_Leighton,1,Mary_Bono,1,0
Ryan_Newman,1,Stefan_Koubek,1,0
Sun_Myung_Moon,1,Masahiko_Nagasawa,1,0
Kelly_Ripa,1,Vince_Dooley,1,0
Donald_Evans,2,Donald_Evans,1,1
Liza_Minnelli,6,Liza_Minnelli,4,1
Jim_Anderson,1,Nicola_Wells,1,0
Rob_Marshall,6,Rob_Marshall,5,1
Mary_Landrieu,2,Mary_Landrieu,3,1
Krishna_Bhadur_Mahara,1,Paula_Zahn,2,0
Barrett_Jackman,2,Barrett_Jackman,1,1
Doris_Roberts,3,Sam_Torrance,1,0
Dan_Guerrero,1,Alessandro_Nesta,1,0
Abdullah,1,Bill_Frist,9,0
Carrie-Anne_Moss,3,Carrie-Anne_Moss,1,1
Nicolas_Sarkozy,1,Sebastian_Porto,1,0
Buzz_Hargrove,1,Kirk_Johnson,3,0
Fann_Wong,1,Abbas_Kiarostami,1,0
Stefano_Accorsi,1,Stefano_Accorsi,2,1
Jorge_Rodolfo_Canicoba_Corral,1,Jorge_Rodolfo_Canicoba_Corral,2,1
Daniel_Coats,1,Guillermo_Ruiz_Polanco,1,0
Heidi_Fleiss,2,Heidi_Fleiss,3,1
Kim_Su_Nam,1,Francis_George,1,0
Sebastian_Saja,2,Bill_Gates,13,0
Donna_Morrissey,1,Chen_Shui-bian,2,0
Ali_Abbas,2,Ali_Abbas,1,1
Sylvester_Stallone,1,Sylvester_Stallone,8,1
Jennifer_Keller,2,Jennifer_Keller,3,1
Melissa_Etheridge,2,Melissa_Etheridge,1,1
Princess_Aiko,2,Princess_Aiko,1,1
William_Murabito,1,Ben_Braun,1,0
Roberto_Laratro,1,Rene_Portland,1,0
Marina_Anissina,1,Marina_Anissina,2,1
Daniel_Montenegro,1,Alan_Trammell,1,0
James_Blake,12,James_Blake,10,1
Zdravko_Mucic,1,Samira_Makhmalbaf,1,0
John_Starks,1,Eloy_Gutierrez,1,0
Kirk_Franklin,1,Park_Na-kyong,1,0
James_Hill,1,Carlo_Azeglio_Ciampi,1,0
Jim_Sterk,1,Kristen_Rivera,1,0
Porter_Goss,1,Jose_Luis_Chilavert,1,0
Alan_Tang_Kwong-wing,1,Bill_Kong,1,0
Prince_Naruhito,1,Prince_Naruhito,3,1
Omar_Sharif,2,Omar_Sharif,1,1
Anthony_Hopkins,2,Anthony_Hopkins,1,1
Joe_Mendes,1,Lucas_Wysocki,1,0
Spencer_Abraham,14,Spencer_Abraham,1,1
Hans_Peter_Briegel,1,Edward_Egan,1,0
Luis_Gonzalez_Macchi,4,Luis_Gonzalez_Macchi,3,1
Raul_Rivero,1,Michael_Patrick_King,2,0
Jim_OBrien,2,Jim_OBrien,3,1
Shannon_OBrien,2,Shannon_OBrien,1,1
Haydar_Aliyev,1,Frank_Stallone,1,0
Tracee_Ellis_Ross,1,Tracee_Ellis_Ross,2,1
Aldo_Paredes,1,Aldo_Paredes,2,1
Masaru_Hayami,1,Jean-Rene_Fourtou,1,0
Justin_Leonard,3,Justin_Leonard,1,1
Michael_Stark,1,Marco_Antonio_Barrera,1,0
Jerry_Sloan,1,Miguel_Angel_Rodriguez,1,0
Michael_Douglas,1,Michael_Douglas,2,1
Mitchell_Daniels,4,Mitchell_Daniels,1,1
Zurab_Tsereteli,1,Lorraine_Fenton,1,0
Bob_Cantrell,1,Casy_Preslar,1,0
Johnny_Htu,1,JP_Suarez,1,0
Jim_Furyk,3,Jim_Furyk,6,1
Mike_Bryan,1,Dionigi_Tettamanzi,1,0
Kim_Su_Nam,1,Ann_Landers,1,0
Anthony_LaPaglia,1,Anthony_LaPaglia,2,1
Debra_Messing,2,Debra_Messing,1,1
Dot_Helms,1,Gary_Winnick,1,0
Carol_Burnett,1,Roberto_Cercelletta,1,0
Bill_Curry,1,Bridget_Fonda,1,0
Yao_Ming,3,Yao_Ming,1,1
John_Allen_Muhammad,2,John_Allen_Muhammad,11,1
Jose_Maria_Aznar,12,Jose_Maria_Aznar,10,1
Hal_Sutton,1,Hal_Sutton,2,1
Rhett_Warrener,1,Joseph_Lopez,1,0
Fred_Eckhard,1,Ilan_Goldfajn,1,0
Dave_Lewis,1,James_Robertson_Jr,1,0
Jon_Voight,3,Laurent_Gbagbo,2,0
Richard_Butler,2,Richard_Butler,1,1
Hal_McCoy,1,Jeff_Hornacek,1,0
Benedita_da_Silva,1,Jamie_Lee_Curtis,1,0
Strom_Thurmond,1,Strom_Thurmond,3,1
Jim_Paxson,1,Aidan_Quinn,1,0
Amanda_Bynes,1,Thomas_Day,1,0
Edgar_Savisaar,1,Herb_Sendek,3,0
Raag_Singhal,1,Mary_Landrieu,1,0
Donatella_Versace,1,Donatella_Versace,3,1
Michael_Leavitt,1,El_Hadji_Diouf,1,0
Biljana_Plavsic,1,Biljana_Plavsic,2,1
Ed_Rosenthal,3,Carla_Gugino,1,0
Barbara_Felt-Miller,1,Chris_Tucker,2,0
Mitchell_Daniels,4,Natalie_Juniardi,1,0
Brooke_Shields,1,Karen_Clarkson,1,0
Melvin_Talbert,1,Greg_Owen,2,0
Alain_Cervantes,1,Shoshana_Johnson,1,0
Roberta_Combs,1,James_Robertson_Jr,1,0
Juan_Ignacio_Chela,3,Juan_Ignacio_Chela,1,1
Jefferson_Perez,1,Paul_Reiser,1,0
James_Kirtley,1,Paul_Burrell,11,0
Charles_Holzner,1,Alessandro_Nesta,1,0
Mark_Hamister,2,Mark_Hamister,1,1
Martha_Burk,4,Martha_Burk,1,1
Michelle_Yeoh,3,Michelle_Yeoh,2,1
Greg_Hennigar,1,Imam_Samudra,1,0
Heather_Mills,3,Jaqueline_Godoy,1,0
David_Hannay,1,Charles_Grassley,1,0
Caroline_Kennedy,1,John_Moe,1,0
Gary_Bergeron,2,Karen_Allen,1,0
Billy_Graham,2,Billy_Graham,1,1
Ellen_Engleman,1,Ellen_Engleman,2,1
Ximena_Bohorquez,1,Matt_Morris,1,0
LeBron_James,5,LeBron_James,2,1
Mark_Swartz,1,Eugene_Melnyk,1,0
Brandon_Boyd,1,Terry_Semel,1,0
Ramon_Santana,1,Jeff_Schiffner,1,0
Queen_Beatrix,3,Clint_Howard,1,0
Markus_Naslund,1,Masatoshi_Koshiba,1,0
Larry_Coker,1,Larry_Coker,3,1
Steve_Ballmer,2,Steve_Ballmer,3,1
Mark_Warner,1,Fernando_Hierro,1,0
Peter_Greenaway,1,Peter_Greenaway,2,1
Heizo_Takenaka,8,Heizo_Takenaka,6,1
Jim_Otto,1,Urmila_Matondkar,1,0
David_Zeplowitz,1,Terry_Stotts,1,0
Joshua_Davey,1,Vidar_Helgesen,2,0
Paul_Cerjan,1,Kyra_Sedgwick,1,0
Sharon_Stone,5,Sharon_Stone,2,1
Mark_Geragos,2,Mark_Geragos,1,1
Peter_Rasch,1,Kwon_Young-gil,1,0
Elena_Bovina,3,Elena_Bovina,1,1
Frank_Sinatra,1,Renee_Zellweger,13,0
Michael_Capellas,1,Michael_Capellas,2,1
Tom_Curley,1,Buford_Blount,1,0
Michael_Taylor,1,Franz_Muentefering,3,0
Andrew_Weissmann,2,Andrew_Weissmann,3,1
Elin_Nordegren,2,Elin_Nordegren,1,1
Ahmed_Chalabi,4,Ahmed_Chalabi,3,1
George_Robertson,21,Shawn_Kemp,1,0
Helio_Rubens_Garcia,1,Martin_Rodriguez,1,0
David_Zeplowitz,1,Randy_Ferbey,1,0
William_Donaldson,5,William_Donaldson,7,1
Yann_Martel,2,Yann_Martel,1,1
Anneli_Jaatteenmaki,2,Anneli_Jaatteenmaki,1,1
Atal_Bihari_Vajpayee,15,Atal_Bihari_Vajpayee,23,1
Robert_Morvillo,1,Randy_Jackson,1,0
Bob_Iger,1,Riek_Blanjaar,1,0
Geraldine_Chaplin,4,Geraldine_Chaplin,1,1
Jefferson_Perez,1,Jerry_Sloan,1,0
Robert_Duvall,8,Robert_Duvall,2,1
Angela_Bassett,5,Angela_Bassett,1,1
Salman_Rushdie,1,Esther_Macklin,1,0
George_Galloway,3,George_Galloway,4,1
Bob_Dole,3,Bob_Dole,1,1
Hutomo_Mandala_Putra,1,William_Macy,4,0
Edward_Lu,4,Edward_Lu,1,1
Jeremy_Greenstock,14,Jeremy_Greenstock,4,1
Stephen_Friedman,2,Stephen_Friedman,1,1
Sharon_Osbourne,3,Sharon_Osbourne,2,1
George_Voinovich,1,George_Voinovich,3,1
John_Abizaid,1,John_Abizaid,6,1
Hilary_McKay,1,Munir_Akram,1,0
Elijah_Wood,2,Elijah_Wood,1,1
Ben_Curtis,3,Ben_Curtis,1,1
Prince_Charles,5,Mitt_Romney,1,0
John_Marburger,1,Cole_Chapman,1,0
Jason_Jennings,1,Jason_Jennings,2,1
Elinor_Caplan,2,Elinor_Caplan,1,1
Steve_Ballmer,1,Bill_Readdy,1,0
Thomas_Rupprath,3,Thomas_Rupprath,2,1
Johnny_Tapia,2,Johnny_Tapia,1,1
Julia_Tymoshenko,1,Julia_Tymoshenko,2,1
Joe_Crede,1,Ozzie_Smith,1,0
Andrew_Weissmann,1,Andrew_Weissmann,2,1
Rick_Barnes,2,Jens_Lehmann,1,0
Bilal_Erdogan,1,Luke_Walton,1,0
Jerry_Sexton,1,Ken_Wharfe,1,0
Jiri_Novak,4,Zinedine_Zidane,3,0
Daniel_Pearl,1,Aaron_Guiel,1,0
Lee_Jun,1,Lee_Jun,2,1
Shane_Mosley,1,Vojislav_Seselj,1,0
Chick_Hearn,2,Chick_Hearn,1,1
John_Edwards,4,Jason_Alexander,1,0
Eliott_Spitzer,1,Bill_Richardson,1,0
Vitali_Klitschko,1,Vitali_Klitschko,4,1
Anne_McLellan,2,Anne_McLellan,1,1
Paul_Ebert,1,Charlie_Garner,1,0
Martin_Bandier,1,Tessa_Jowell,1,0
Sally_Ride,2,Enos_Slaughter,1,0
Hilary_Duff,1,Hilary_Duff,3,1
Christian_Longo,2,Christian_Longo,3,1
Todd_Wike,1,Marcelo_Ebrard,2,0
Pierre_Boulanger,2,Pierre_Boulanger,1,1
Duane_Lee_Chapman,2,Duane_Lee_Chapman,1,1
OJ_Simpson,1,OJ_Simpson,2,1
Gregor_Gysi,1,Elmar_Brok,1,0
John_McCallum,1,John_McCallum,2,1
Hermann_Maier,1,Martin_McCauley,1,0
Eileen_Coparropa,2,Eileen_Coparropa,3,1
Bill_Readdy,1,John_Norquist,1,0
John_Fox,1,Kevin_Spacey,2,0
Mel_Brooks,2,Mel_Brooks,1,1
Cindy_Moll,1,John_Coomber,1,0
Robert_Korzeniowski,1,Kelly_Santos,1,0
Daniel_Ortega,1,Richard_Fine,1,0
John_Fox,1,Tia_Mowry,1,0
Mitoji_Yabunaka,2,Robbie_Mc_Ewen,1,0
Larry_Johnson,2,Larry_Johnson,1,1
Yoriko_Kawaguchi,1,Yoriko_Kawaguchi,10,1
Amelie_Mauresmo,15,Pat_Burns,1,0
Heather_Mills,4,Heather_Mills,2,1
Sebastian_Saja,1,Sebastian_Saja,2,1
John_Cruz,1,Dave_McGinnis,1,0
Robert_De_Niro,1,Robert_De_Niro,4,1
Maggie_Smith,2,Maggie_Smith,1,1
Ramiro_Goben_Reducindo,1,Chris_Pronger,1,0
Michael_Taylor,1,John_Ferguson,1,0
Daniel_Day-Lewis,3,Daniel_Day-Lewis,1,1
Dennis_Franchione,1,Patrick_Clawsen,1,0
Bill_Gates,3,Bill_Gates,10,1
Magui_Serna,2,Michael_Shelby,1,0
Rod_Paige,1,Cindy_Margolis,1,0
Scott_Sullivan,2,Sergei_Yushenkov,1,0
Misty_Dawn_Clymer,1,Gary_Stevens,1,0
Boris_Becker,1,Boris_Becker,4,1
Lech_Walesa,2,Lech_Walesa,1,1
Bernard_Law,4,Bernard_Law,1,1
Eli_Stutsman,1,Morgan_Fairchild,1,0
Andrew_Cuomo,2,Andrew_Cuomo,1,1
Larry_Brown,2,Larry_Brown,4,1
Abdel_Nasser_Assidi,1,Gregg_Berhalter,1,0
Lance_Armstrong,10,Elton_John,3,0
Ashton_Kutcher,3,Ashton_Kutcher,2,1
Brandon_Boyd,1,Saeed_Mortazavi,1,0
Elizabeth_Shue,1,Emmy_Rossum,1,0
Gordon_Campbell,1,Gordon_Campbell,2,1
Ronald_Harwood,1,Jonathan_Edwards,4,0
David_Leahy,1,David_Leahy,2,1
Richard_Levin,1,Wim_Duisenberg,1,0
Tang_Jiaxuan,6,Tang_Jiaxuan,7,1
Robert_Mugabe,2,Robert_Mugabe,1,1
Martin_McGuinness,1,Martin_McGuinness,4,1
Aicha_El_Ouafi,3,Aicha_El_Ouafi,1,1
Michel_Duclos,2,Yusaku_Miyazato,1,0
Ibrahim_Jaafari,2,Ibrahim_Jaafari,1,1
Job_Cohen,2,Job_Cohen,1,1
Calbert_Cheaney,1,James_Kopp,1,0
Abdullah_Gul,14,Abdullah_Gul,9,1
Adrien_Brody,4,Adrien_Brody,5,1
Jung_Bong,1,Bruce_Arena,1,0
Rodrigo_Borja,2,Rodrigo_Borja,1,1
Jim_Calhoun,1,Sonya_Walger,1,0
Gabriel_Valdes,2,Gabriel_Valdes,1,1
Farouk_al-Sharaa,1,Farouk_al-Sharaa,3,1
Kim_Weeks,1,Tony_Clement,1,0
David_Trimble,4,David_Trimble,5,1
Phan_Van_Khai,1,Phan_Van_Khai,3,1
Paul_Gascoigne,1,Paul_Gascoigne,2,1
Bill_McBride,9,Bill_McBride,3,1
Tim_Curry,1,Tim_Curry,2,1
Yasar_Yakis,4,Yasar_Yakis,3,1
Fatma_Kusibeh,1,Douglas_Faneuil,1,0
Gary_Williams,2,Geoff_Hoon,5,0
Alexandra_Jackson,1,Mark_Andrew,1,0
Angela_Bassett,4,Angela_Bassett,3,1
Tony_Clement,1,Dawn_Staley,1,0
Jose_Vicente_Rangel,1,Tonga,1,0
David_Spade,1,David_Spade,2,1
Phillips_Idowu,1,Ray_Allen,2,0
Judy_Spreckels,1,Michael_Friedman,1,0
Nicole_Kidman,11,Nicole_Kidman,18,1
Mike_Myers,6,Daja_Bedanova,1,0
Alanis_Morissette,1,Chip_Ganassi,1,0
Jules_Asner,1,Paula_Dobriansky,1,0
Melchor_Cob_Castro,1,Osrat_Iosef,1,0
Ann_Landers,1,Red_Auerbach,1,0
Carlos_De_Abreu,1,Naoto_Kan,4,0
Steve_Zahn,1,Pierre_Van_Hooijdonk,1,0
Howard_Smith,2,Rodney_Dangerfield,1,0
Erin_Hershey_Presley,1,Mickey_Loomis,1,0
Bill_Readdy,1,Roberto_Canessa,1,0
Mario_Dumont,1,Mario_Dumont,2,1
Ahmad_Jbarah,1,Maura_Tierney,1,0
William_Bratton,3,William_Bratton,2,1
Hamzah_Haz,1,Leon_Silver,1,0
Russell_Simmons,3,Russell_Simmons,5,1
Calista_Flockhart,4,Calista_Flockhart,6,1
Juan_Pablo_Montoya,7,Juan_Pablo_Montoya,4,1
Greg_Kinsey,1,Gary_Winnick,2,0
Andy_Hebb,2,Andy_Hebb,1,1
Gideon_Black,1,Oscar_DLeon,1,0
Lars_Von_Trier,3,Lars_Von_Trier,2,1
John_Travolta,5,Catriona_Le_May_Doan,1,0
Sheila_Copps,1,Anthony_Pisciotti,1,0
Richard_Haass,2,Richard_Haass,1,1
Rupert_Grint,2,Raul_Ibanez,1,0
Marco_Antonio_Barrera,4,Marco_Antonio_Barrera,2,1
Robert_Kocharian,4,Robert_Kocharian,2,1
Larry_Brown,6,Larry_Brown,4,1
Jim_Harrick,2,Jim_Harrick,1,1
Gideon_Yago,1,Brad_Pitt,1,0
Ashton_Kutcher,1,Gideon_Yago,1,0
Placido_Domingo,3,Placido_Domingo,1,1
George_W_Bush,478,George_W_Bush,207,1
Ain_Seppik,1,Patrice_Chereau,2,0
Carolyn_Dawn_Johnson,3,Carolyn_Dawn_Johnson,1,1
Mary_Anne_Souza,1,Darren_Clarke,2,0
Atal_Bihari_Vajpayee,13,Jim_Beattie,1,0
Amy_Yasbeck,1,Diana_Renee_Valdivieso_Dubon,1,0
Yves_Brodeur,1,Austin_Kearns,1,0
Cindy_Crawford,1,Cindy_Crawford,3,1
Nasser_al-Kidwa,2,Fatma_Kusibeh,1,0
Michael_Chang,3,Michael_Chang,2,1
Bob_Sulkin,1,Maritza_Macias_Furano,1,0
Paul_Wellstone,3,Paul_Wellstone,1,1
Kim_Ryong-sung,2,Kim_Ryong-sung,3,1
Goran_Persson,1,Jay_Garner,3,0
Marco_Antonio_Barrera,4,Marco_Antonio_Barrera,6,1
Pete_Carroll,2,Bill_Gates,2,0
Kenneth_Evans,1,Kenneth_Evans,2,1
Pamela_Anderson,4,Pamela_Anderson,3,1
Pedro_Malan,1,Pedro_Malan,2,1
Stacy_Dragila,2,Stacy_Dragila,1,1
Cameron_Diaz,3,Cameron_Diaz,6,1
Matthew_McConaughey,1,Cliff_Ellis,1,0
Mariana_Pollack,2,Mariana_Pollack,3,1
Marisa_Tomei,2,Marisa_Tomei,1,1
Rachel_Hunter,1,Rachel_Hunter,3,1
Jamie_Martin,1,Klaus_Zwickel,1,0
Aaron_Guiel,1,James_Kelly,9,0
Freddy_Garcia,1,Hung_Wan-ting,1,0
Red_Auerbach,1,Sandra_Ceccarelli,1,0
Dennis_Hastert,4,Dennis_Hastert,3,1
Elvis_Presley,2,Elvis_Presley,1,1
James_Traficant,2,James_Traficant,1,1
Edmund_Hillary,3,Mark_Hamister,1,0
Mike_Myers,3,Mehdi_Baala,1,0
Antonio_Palocci,4,Antonio_Palocci,2,1
Spike_Jonze,1,Paris_Hilton,2,0
Dick_Clark,2,Dick_Clark,3,1
Pedro_Solbes,2,David_Hilt,1,0
Gregory_Peck,1,Jung_Bong,1,0
Philippe_Noiret,1,Philippe_Noiret,2,1
Michelle_Branch,1,Michelle_Branch,2,1
Abdullah_al-Attiyah,2,Abdullah_al-Attiyah,3,1
Jane_Leeves,1,Rupert_Murdoch,2,0
Nino_DAngelo,1,Dennis_Johnson,1,0
Munir_Akram,2,Miguel_Juarez_Perez,1,0
Catherine_Deneuve,1,Catherine_Deneuve,2,1
Taufik_Hidayat,3,Taufik_Hidayat,2,1
Roman_Polanski,4,Roman_Polanski,1,1
Patrick_Stewart,2,Bruna_Colosio,1,0
Bison_Dele,1,Ray_Halbritter,1,0
Hashan_Tillakaratne,1,Phil_McGraw,1,0
Stefano_Gabbana,1,Robert_Flodquist,1,0
Winston_Churchill,1,Marlon_Devonish,1,0
Gwendal_Peizerat,1,Gwendal_Peizerat,2,1
Ben_Glisan,1,Ben_Glisan,2,1
Wang_Yi,2,Wang_Yi,1,1
Madonna,5,Madonna,3,1
Vladimir_Putin,31,Vladimir_Putin,23,1
Katherine_Harris,1,Elva_Hsiao,1,0
Hashan_Tillakaratne,1,Christian_Lacroix,1,0
Zhong_Nanshan,1,Maryn_McKenna,1,0
Keanu_Reeves,12,Keanu_Reeves,7,1
Fujio_Cho,1,Fujio_Cho,4,1
Sean_Patrick_OMalley,2,Sean_Patrick_OMalley,3,1
Tamara_Brooks,2,William_Martin,1,0
Lennox_Lewis,1,Lennox_Lewis,3,1
Muhammad_Ali,3,Muhammad_Ali,2,1
Charlie_Garner,1,Lee_Ann_Terlaji,1,0
Noelle_Bush,4,Noelle_Bush,3,1
George_W_Bush,494,George_W_Bush,7,1
Kurt_Tanabe,1,Jonathan_Tiomkin,1,0
Lars_Von_Trier,2,Lars_Von_Trier,1,1
Mauro_Viza,1,Arnie_Boehm,1,0
Tippi_Hedren,1,Tippi_Hedren,2,1
Juan_Pablo_Montoya,7,Juan_Pablo_Montoya,1,1
Michael_Capellas,2,Michael_Capellas,1,1
Takahiro_Mori,1,Warren_Granados,1,0
George_Voinovich,3,George_Voinovich,2,1
Paulo_Cesar_Pinheiro,2,Paulo_Cesar_Pinheiro,1,1
Mamdouh_Habib,1,Alanna_Ubach,1,0
Placido_Domingo,2,Placido_Domingo,1,1
Elinor_Caplan,1,Elinor_Caplan,2,1
David_Spade,2,David_Spade,1,1
Mary_Tyler_Moore,1,Mary_Tyler_Moore,2,1
Rebekah_Chantay_Revels,4,Rebekah_Chantay_Revels,3,1
Sally_Ride,2,Sally_Ride,1,1
Michael_Schumacher,2,Michael_Schumacher,15,1
Kim_Yong-il,1,Kim_Yong-il,2,1
Dominik_Garcia-Lorido,1,Dominik_Garcia-Lorido,2,1
Vladimir_Golovlyov,1,Blythe_Hartley,1,0
Nabil_Shaath,3,Nabil_Shaath,2,1
Charles_Taylor,6,Charles_Taylor,2,1
Bill_Richardson,1,Anna_Jones,1,0
Corliss_Williamson,1,Gideon_Black,1,0
Lucie_Lapovsky,1,Jacqueline_Edwards,1,0
Kevin_Nealon,1,Jennifer_Lopez,9,0
Roberto_Guaterroma,1,Rio_Ferdinand,1,0
Scott_Wolf,1,Scott_Wolf,2,1
Pringe_Ernst_August,1,James_Brosnahan,1,0
Strom_Thurmond,1,Strom_Thurmond,2,1
Jose_Canseco,3,Jose_Canseco,1,1
Prince_Willem-Alexander,1,Kirsten_Dunst,1,0
Edgar_Savisaar,1,Jeffrey_Scott_Postell,1,0
Mariah_Carey,2,Mariah_Carey,7,1
Tonya_Payne,1,Clive_Lloyd,1,0
Andrea_Kiser,1,Daniel_Pearl,1,0
Charlton_Heston,3,Charlton_Heston,5,1
Christopher_Conyers,1,Tom_Poston,1,0
Masja_Juel,1,David_Dewayne_Williams,1,0
Emmanuel_Filiberto,1,Wen_Jiabao,9,0
Elizabeth_Hurley,2,Elizabeth_Hurley,4,1
Janet_Napolitano,1,Janet_Napolitano,4,1
Hugo_Chavez,28,Hugo_Chavez,6,1
Robert_Morvillo,1,Martina_Hingis,2,0
Dalai_Lama,2,Tom_Koenigs,1,0
Denise_Johnson,2,Denise_Johnson,1,1
Mira_Sorvino,1,Robin_McGraw,1,0
Rick_Dinse,2,Adrien_Brody,2,0
Alan_Greenspan,3,Nick_Rimando,1,0
Monica_Lewinsky,3,Monica_Lewinsky,2,1
Michael_Douglas,2,Michael_Douglas,5,1
Bertrand_Bonello,1,Bertrand_Bonello,2,1
Tony_Curtis,1,Tony_Curtis,2,1
Dieter_Zetsche,1,Steve_Redgrave,1,0
Hitomi_Soga,5,Hitomi_Soga,4,1
Nancy_Powell,1,David_Heyman,1,0
LeBron_James,1,Daniel_Zelman,1,0
Helena_Schneider,1,Penny_Lancaster,1,0
Joe_Garner,1,Sergio_Castellitto,1,0
Ismael_Miranda,1,Paul-Henri_Mathieu,1,0
Robert_Witt,2,Robert_Witt,1,1
Mike_Tyson,4,Mike_Tyson,2,1
Xavier_Malisse,3,Marcus_Allen,1,0
Rick_Bland,1,Brandon_Larson,1,0
Shania_Twain,1,James_Roberts,1,0
Antanas_Valionis,1,Edward_Norton,1,0
Heather_Mills,3,Heather_Mills,2,1
Natalie_Cole,2,Natalie_Cole,1,1
Alejandro_Gonzalez_Inarritu,1,Sharon_Stone,3,0
Angelica_Romero,1,Liane_Janda,1,0
Sebastien_Grosjean,1,Spike_Helmick,1,0
Graeme_Smith,1,Jennifer_Love_Hewitt,1,0
Maria_Conchita_Alonso,1,Daniele_Nardello,1,0
Stephen_Webster,1,Rudolph_Giuliani,14,0
Nina_Jacobson,1,Carly_Fiorina,1,0
Masamori_Tokuyama,1,Jeff_Roehm,1,0
Bob_Crippen,1,Nicholas_Tse,2,0
Gary_Paer,1,Cecilia_Chang,1,0
Steve_Lavin,5,Steve_Lavin,1,1
Mae_Jemison,1,Mario_Alfaro-Lopez,1,0
Bill_Belichick,1,Bill_Belichick,2,1
Henry_Kissinger,1,Lee_Ann_Knight,1,0
Petria_Thomas,1,Petria_Thomas,2,1
Pervez_Musharraf,17,Pervez_Musharraf,12,1
John_Bolton,4,John_Bolton,11,1
Horace_Donovan_Reid,1,Christy_Turlington,1,0
Frances_Fisher,2,Ally_Sheedy,1,0
Andrew_Bernard,1,Daniel_Osorno,1,0
Prince_Claus,4,Prince_Claus,2,1
Sadie_Frost,3,Sadie_Frost,1,1
Mike_Babcock,2,Kim_Dong-tae,1,0
Yu_Shyi-kun,1,Yu_Shyi-kun,2,1
Will_Ferrell,1,Michael_Michele,1,0
Tony_Stewart,4,Tony_Stewart,5,1
Roh_Moo-hyun,27,Roh_Moo-hyun,24,1
Elena_Likhovtseva,1,Antony_Leung,4,0
John_Brady,1,John_Brady,2,1
Mark_Bellhorn,1,Chick_Hearn,3,0
